budget,genre_id,id,original_language,original_title,popularity,release_date,revenue,runtime,status,title,vote_average,vote_count
0,10749,14758,en,"Good Dick",1.94843,2008-10-03,0,86,Released,"Good Dick",6.1,34
0,35,14778,en,"Last Orders",3.60384,2001-09-10,0,109,Released,"Last Orders",6,22
0,18,14778,en,"Last Orders",3.60384,2001-09-10,0,109,Released,"Last Orders",6,22
12000000,35,14799,en,"For Your Consideration",4.33043,2006-11-22,5542020,86,Released,"For Your Consideration",5.9,43
12000000,18,14799,en,"For Your Consideration",4.33043,2006-11-22,5542020,86,Released,"For Your Consideration",5.9,43
9000000,18,14811,en,"Fiddler on the Roof",7.62398,1971-11-03,83304300,181,Released,"Fiddler on the Roof",7.4,134
9000000,10749,14811,en,"Fiddler on the Roof",7.62398,1971-11-03,83304300,181,Released,"Fiddler on the Roof",7.4,134
0,80,14823,en,"London to Brighton",3.06068,2006-12-01,0,85,Released,"London to Brighton",6.5,34
0,18,14823,en,"London to Brighton",3.06068,2006-12-01,0,85,Released,"London to Brighton",6.5,34
0,53,14823,en,"London to Brighton",3.06068,2006-12-01,0,85,Released,"London to Brighton",6.5,34
0,18,14834,en,"Not Easily Broken",5.1299,2009-01-09,0,99,Released,"Not Easily Broken",6.3,9
0,10749,14834,en,"Not Easily Broken",5.1299,2009-01-09,0,99,Released,"Not Easily Broken",6.3,9
60000000,16,14836,en,Coraline,51.146,2009-02-05,124596000,100,Released,Coraline,7.3,1386
60000000,10751,14836,en,Coraline,51.146,2009-02-05,124596000,100,Released,Coraline,7.3,1386
23000000,35,14844,en,"Chasing Liberty",3.36205,2004-01-09,12,111,Released,"Chasing Liberty",6.1,152
23000000,10749,14844,en,"Chasing Liberty",3.36205,2004-01-09,12,111,Released,"Chasing Liberty",6.1,152
35000000,35,14846,en,"Little Black Book",6.2462,2004-08-06,22034800,111,Released,"Little Black Book",5.2,112
35000000,10749,14846,en,"Little Black Book",6.2462,2004-08-06,22034800,111,Released,"Little Black Book",5.2,112
35000000,18,14846,en,"Little Black Book",6.2462,2004-08-06,22034800,111,Released,"Little Black Book",5.2,112
0,18,14849,en,"Dead Like Me: Life After Death",7.8649,2009-02-17,0,87,Released,"Dead Like Me: Life After Death",5.8,65
0,14,14849,en,"Dead Like Me: Life After Death",7.8649,2009-02-17,0,87,Released,"Dead Like Me: Life After Death",5.8,65
0,35,14849,en,"Dead Like Me: Life After Death",7.8649,2009-02-17,0,87,Released,"Dead Like Me: Life After Death",5.8,65
5000000,28,14854,en,"Lone Wolf McQuade",8.45267,1983-04-14,12232600,107,Released,"Lone Wolf McQuade",5.5,67
5000000,80,14854,en,"Lone Wolf McQuade",8.45267,1983-04-14,12232600,107,Released,"Lone Wolf McQuade",5.5,67
5000000,18,14854,en,"Lone Wolf McQuade",8.45267,1983-04-14,12232600,107,Released,"Lone Wolf McQuade",5.5,67
5000000,10749,14854,en,"Lone Wolf McQuade",8.45267,1983-04-14,12232600,107,Released,"Lone Wolf McQuade",5.5,67
5000000,53,14854,en,"Lone Wolf McQuade",8.45267,1983-04-14,12232600,107,Released,"Lone Wolf McQuade",5.5,67
5000000,37,14854,en,"Lone Wolf McQuade",8.45267,1983-04-14,12232600,107,Released,"Lone Wolf McQuade",5.5,67
175000000,12,14869,en,"G.I. Joe: The Rise of Cobra",32.8524,2009-08-04,302469000,118,Released,"G.I. Joe: The Rise of Cobra",5.6,1962
175000000,28,14869,en,"G.I. Joe: The Rise of Cobra",32.8524,2009-08-04,302469000,118,Released,"G.I. Joe: The Rise of Cobra",5.6,1962
175000000,53,14869,en,"G.I. Joe: The Rise of Cobra",32.8524,2009-08-04,302469000,118,Released,"G.I. Joe: The Rise of Cobra",5.6,1962
175000000,878,14869,en,"G.I. Joe: The Rise of Cobra",32.8524,2009-08-04,302469000,118,Released,"G.I. Joe: The Rise of Cobra",5.6,1962
20000000,10751,14873,en,"The Jungle Book 2",19.8199,2003-02-07,135680000,72,Released,"The Jungle Book 2",5.6,269
20000000,16,14873,en,"The Jungle Book 2",19.8199,2003-02-07,135680000,72,Released,"The Jungle Book 2",5.6,269
20000000,12,14873,en,"The Jungle Book 2",19.8199,2003-02-07,135680000,72,Released,"The Jungle Book 2",5.6,269
11000000,18,14877,en,"September Dawn",3.64685,2007-05-17,0,110,Released,"September Dawn",5,16
11000000,28,14877,en,"September Dawn",3.64685,2007-05-17,0,110,Released,"September Dawn",5,16
11000000,36,14877,en,"September Dawn",3.64685,2007-05-17,0,110,Released,"September Dawn",5,16
11000000,37,14877,en,"September Dawn",3.64685,2007-05-17,0,110,Released,"September Dawn",5,16
11000000,10749,14877,en,"September Dawn",3.64685,2007-05-17,0,110,Released,"September Dawn",5,16
0,18,14902,en,1776,1.80757,1972-11-09,0,142,Released,1776,7.1,20
0,35,14902,en,1776,1.80757,1972-11-09,0,142,Released,1776,7.1,20
0,36,14902,en,1776,1.80757,1972-11-09,0,142,Released,1776,7.1,20
0,10402,14902,en,1776,1.80757,1972-11-09,0,142,Released,1776,7.1,20
0,18,14914,en,"Flash of Genius",3.3503,2008-09-07,0,119,Released,"Flash of Genius",6.3,59
0,18,14976,en,"Rachel Getting Married",14.3454,2008-10-03,0,113,Released,"Rachel Getting Married",6.1,163
20000000,18,15005,en,"One Night with the King",3.47692,2006-10-13,13391200,123,Released,"One Night with the King",6.1,12
0,18,15013,en,Wah-Wah,2.35624,2005-08-17,0,120,Released,Wah-Wah,6.3,8
10000000,35,15017,en,"Blonde Ambition",3.06456,2007-12-21,0,93,Released,"Blonde Ambition",3.9,29
10000000,10749,15017,en,"Blonde Ambition",3.06456,2007-12-21,0,93,Released,"Blonde Ambition",3.9,29
26000000,12,15028,en,Clockstoppers,5.89416,2002-03-17,38793300,94,Released,Clockstoppers,4.9,89
26000000,10751,15028,en,Clockstoppers,5.89416,2002-03-17,38793300,94,Released,Clockstoppers,4.9,89
26000000,878,15028,en,Clockstoppers,5.89416,2002-03-17,38793300,94,Released,Clockstoppers,4.9,89
26000000,53,15028,en,Clockstoppers,5.89416,2002-03-17,38793300,94,Released,Clockstoppers,4.9,89
10000000,35,15037,en,"Can't Hardly Wait",11.3504,1998-06-12,25605000,100,Released,"Can't Hardly Wait",6.1,122
10000000,18,15037,en,"Can't Hardly Wait",11.3504,1998-06-12,25605000,100,Released,"Can't Hardly Wait",6.1,122
10000000,10749,15037,en,"Can't Hardly Wait",11.3504,1998-06-12,25605000,100,Released,"Can't Hardly Wait",6.1,122
0,35,15045,en,"Fat Albert",7.15764,2004-12-12,0,93,Released,"Fat Albert",4.3,69
0,18,15045,en,"Fat Albert",7.15764,2004-12-12,0,93,Released,"Fat Albert",4.3,69
0,10751,15045,en,"Fat Albert",7.15764,2004-12-12,0,93,Released,"Fat Albert",4.3,69
8000000,28,15049,fr,"Bon Cop Bad Cop",5.0691,2006-07-06,12671300,116,Released,"Bon Cop Bad Cop",6.5,42
8000000,35,15049,fr,"Bon Cop Bad Cop",5.0691,2006-07-06,12671300,116,Released,"Bon Cop Bad Cop",6.5,42
8000000,80,15049,fr,"Bon Cop Bad Cop",5.0691,2006-07-06,12671300,116,Released,"Bon Cop Bad Cop",6.5,42
4000000,18,15059,en,"The Loss of Sexual Innocence",2.86693,1999-04-29,0,106,Released,"The Loss of Sexual Innocence",5.2,9
10000000,28,15067,ko,"좋은 놈, 나쁜 놈, 이상한 놈",11.8473,2008-07-16,0,130,Released,"The Good, The Bad, The Weird",7.1,193
10000000,12,15067,ko,"좋은 놈, 나쁜 놈, 이상한 놈",11.8473,2008-07-16,0,130,Released,"The Good, The Bad, The Weird",7.1,193
10000000,35,15067,ko,"좋은 놈, 나쁜 놈, 이상한 놈",11.8473,2008-07-16,0,130,Released,"The Good, The Bad, The Weird",7.1,193
10000000,37,15067,ko,"좋은 놈, 나쁜 놈, 이상한 놈",11.8473,2008-07-16,0,130,Released,"The Good, The Bad, The Weird",7.1,193
20000000,28,15070,en,Undisputed,17.2274,2002-08-23,12398600,96,Released,Undisputed,6.1,139
20000000,12,15070,en,Undisputed,17.2274,2002-08-23,12398600,96,Released,Undisputed,6.1,139
20000000,18,15070,en,Undisputed,17.2274,2002-08-23,12398600,96,Released,Undisputed,6.1,139
20000000,53,15070,en,Undisputed,17.2274,2002-08-23,12398600,96,Released,Undisputed,6.1,139
40000000,28,15074,en,"Extreme Ops",2.91182,2002-11-27,10959500,93,Released,"Extreme Ops",5,28
40000000,12,15074,en,"Extreme Ops",2.91182,2002-11-27,10959500,93,Released,"Extreme Ops",5,28
40000000,18,15074,en,"Extreme Ops",2.91182,2002-11-27,10959500,93,Released,"Extreme Ops",5,28
40000000,53,15074,en,"Extreme Ops",2.91182,2002-11-27,10959500,93,Released,"Extreme Ops",5,28
20000000,28,15092,en,"Crank: High Voltage",35.5428,2009-04-16,34560600,96,Released,"Crank: High Voltage",5.9,861
20000000,53,15092,en,"Crank: High Voltage",35.5428,2009-04-16,34560600,96,Released,"Crank: High Voltage",5.9,861
20000000,80,15092,en,"Crank: High Voltage",35.5428,2009-04-16,34560600,96,Released,"Crank: High Voltage",5.9,861
8200000,18,15121,en,"The Sound of Music",37.9603,1965-03-02,286214000,174,Released,"The Sound of Music",7.4,941
8200000,10751,15121,en,"The Sound of Music",37.9603,1965-03-02,286214000,174,Released,"The Sound of Music",7.4,941
8200000,10402,15121,en,"The Sound of Music",37.9603,1965-03-02,286214000,174,Released,"The Sound of Music",7.4,941
8200000,10749,15121,en,"The Sound of Music",37.9603,1965-03-02,286214000,174,Released,"The Sound of Music",7.4,941
0,35,15122,en,"Love Stinks",3.34788,1999-09-10,0,94,Released,"Love Stinks",5.4,11
0,10749,15122,en,"Love Stinks",3.34788,1999-09-10,0,94,Released,"Love Stinks",5.4,11
3000000,28,15158,en,"Phantasm II",5.00361,1988-07-08,7282850,97,Released,"Phantasm II",6.3,94
3000000,27,15158,en,"Phantasm II",5.00361,1988-07-08,7282850,97,Released,"Phantasm II",6.3,94
3000000,878,15158,en,"Phantasm II",5.00361,1988-07-08,7282850,97,Released,"Phantasm II",6.3,94
3000000,53,15158,en,"Phantasm II",5.00361,1988-07-08,7282850,97,Released,"Phantasm II",6.3,94
0,28,15173,en,"Jonah: A VeggieTales Movie",1.44617,2002-10-04,0,82,Released,"Jonah: A VeggieTales Movie",6.4,22
0,12,15173,en,"Jonah: A VeggieTales Movie",1.44617,2002-10-04,0,82,Released,"Jonah: A VeggieTales Movie",6.4,22
0,16,15173,en,"Jonah: A VeggieTales Movie",1.44617,2002-10-04,0,82,Released,"Jonah: A VeggieTales Movie",6.4,22
0,35,15173,en,"Jonah: A VeggieTales Movie",1.44617,2002-10-04,0,82,Released,"Jonah: A VeggieTales Movie",6.4,22
0,10751,15173,en,"Jonah: A VeggieTales Movie",1.44617,2002-10-04,0,82,Released,"Jonah: A VeggieTales Movie",6.4,22
0,14,15173,en,"Jonah: A VeggieTales Movie",1.44617,2002-10-04,0,82,Released,"Jonah: A VeggieTales Movie",6.4,22
0,10749,15173,en,"Jonah: A VeggieTales Movie",1.44617,2002-10-04,0,82,Released,"Jonah: A VeggieTales Movie",6.4,22
2000000,35,15186,en,"Full Frontal",1.95686,2002-08-02,2506450,96,Released,"Full Frontal",4.8,26
2000000,18,15186,en,"Full Frontal",1.95686,2002-08-02,2506450,96,Released,"Full Frontal",4.8,26
2000000,10749,15186,en,"Full Frontal",1.95686,2002-08-02,2506450,96,Released,"Full Frontal",4.8,26
35000000,35,15189,en,"Hotel for Dogs",13.2575,2009-01-16,73034500,100,Released,"Hotel for Dogs",5.7,202
35000000,10751,15189,en,"Hotel for Dogs",13.2575,2009-01-16,73034500,100,Released,"Hotel for Dogs",5.7,202
28000000,18,15198,en,"Mystery, Alaska",4.43679,1999-10-01,8888140,119,Released,"Mystery, Alaska",6,69
28000000,35,15198,en,"Mystery, Alaska",4.43679,1999-10-01,8888140,119,Released,"Mystery, Alaska",6,69
0,18,15208,en,Bathory,2.50022,2008-07-04,0,141,Released,"Bathory: Countess of Blood",5.6,31
0,14,15208,en,Bathory,2.50022,2008-07-04,0,141,Released,"Bathory: Countess of Blood",5.6,31
20000000,18,15237,en,De-Lovely,3.13812,2004-07-02,0,125,Released,De-Lovely,6.3,32
20000000,10402,15237,en,De-Lovely,3.13812,2004-07-02,0,125,Released,De-Lovely,6.3,32
0,878,15239,en,"The Toxic Avenger",6.67201,1984-05-01,0,82,Released,"The Toxic Avenger",6.3,113
0,28,15239,en,"The Toxic Avenger",6.67201,1984-05-01,0,82,Released,"The Toxic Avenger",6.3,113
0,35,15239,en,"The Toxic Avenger",6.67201,1984-05-01,0,82,Released,"The Toxic Avenger",6.3,113
0,27,15239,en,"The Toxic Avenger",6.67201,1984-05-01,0,82,Released,"The Toxic Avenger",6.3,113
13000000,35,15250,en,"This Christmas",2.38892,2007-11-27,0,117,Released,"This Christmas",7.1,29
13000000,18,15250,en,"This Christmas",2.38892,2007-11-27,0,117,Released,"This Christmas",7.1,29
6000000,35,15256,en,"200 Cigarettes",3.5612,1999-02-26,6852450,101,Released,"200 Cigarettes",6.1,44
6000000,18,15256,en,"200 Cigarettes",3.5612,1999-02-26,6852450,101,Released,"200 Cigarettes",6.1,44
6000000,10749,15256,en,"200 Cigarettes",3.5612,1999-02-26,6852450,101,Released,"200 Cigarettes",6.1,44
50000000,28,15268,en,"Street Fighter: The Legend of Chun-Li",8.13968,2009-02-27,12764200,97,Released,"Street Fighter: The Legend of Chun-Li",3.9,112
50000000,12,15268,en,"Street Fighter: The Legend of Chun-Li",8.13968,2009-02-27,12764200,97,Released,"Street Fighter: The Legend of Chun-Li",3.9,112
50000000,878,15268,en,"Street Fighter: The Legend of Chun-Li",8.13968,2009-02-27,12764200,97,Released,"Street Fighter: The Legend of Chun-Li",3.9,112
50000000,53,15268,en,"Street Fighter: The Legend of Chun-Li",8.13968,2009-02-27,12764200,97,Released,"Street Fighter: The Legend of Chun-Li",3.9,112
10000000,18,15301,en,"Twilight Zone: The Movie",12.903,1983-06-24,29450900,101,Released,"Twilight Zone: The Movie",6.2,161
10000000,14,15301,en,"Twilight Zone: The Movie",12.903,1983-06-24,29450900,101,Released,"Twilight Zone: The Movie",6.2,161
10000000,27,15301,en,"Twilight Zone: The Movie",12.903,1983-06-24,29450900,101,Released,"Twilight Zone: The Movie",6.2,161
10000000,878,15301,en,"Twilight Zone: The Movie",12.903,1983-06-24,29450900,101,Released,"Twilight Zone: The Movie",6.2,161
10000000,53,15301,en,"Twilight Zone: The Movie",12.903,1983-06-24,29450900,101,Released,"Twilight Zone: The Movie",6.2,161
0,28,15365,en,"Witless Protection",1.82184,2008-02-22,0,97,Released,"Witless Protection",4,26
0,12,15365,en,"Witless Protection",1.82184,2008-02-22,0,97,Released,"Witless Protection",4,26
0,35,15365,en,"Witless Protection",1.82184,2008-02-22,0,97,Released,"Witless Protection",4,26
0,80,15365,en,"Witless Protection",1.82184,2008-02-22,0,97,Released,"Witless Protection",4,26
28000000,35,15373,en,"Role Models",24.9177,2008-02-03,92380900,99,Released,"Role Models",6.4,564
225000,35,15389,en,Metropolitan,1.01497,1990-08-03,0,98,Released,Metropolitan,7,38
225000,18,15389,en,Metropolitan,1.01497,1990-08-03,0,98,Released,Metropolitan,7,38
0,80,15394,en,"Owning Mahowny",8.04549,2003-05-02,0,104,Released,"Owning Mahowny",6.8,37
0,18,15394,en,"Owning Mahowny",8.04549,2003-05-02,0,104,Released,"Owning Mahowny",6.8,37
0,53,15394,en,"Owning Mahowny",8.04549,2003-05-02,0,104,Released,"Owning Mahowny",6.8,37
25000000,18,15487,en,"The Greatest Game Ever Played",7.53851,2005-09-30,15431200,120,Released,"The Greatest Game Ever Played",6.9,110
25000000,10751,15487,en,"The Greatest Game Ever Played",7.53851,2005-09-30,15431200,120,Released,"The Greatest Game Ever Played",6.9,110
0,35,15489,en,"Snow Day",7.96429,2000-02-11,0,89,Released,"Snow Day",4.8,51
0,10751,15489,en,"Snow Day",7.96429,2000-02-11,0,89,Released,"Snow Day",4.8,51
0,12,15511,en,"VeggieTales: The Pirates Who Don't Do Anything",1.80012,2008-01-11,0,85,Released,"VeggieTales: The Pirates Who Don't Do Anything",5.9,25
0,16,15511,en,"VeggieTales: The Pirates Who Don't Do Anything",1.80012,2008-01-11,0,85,Released,"VeggieTales: The Pirates Who Don't Do Anything",5.9,25
0,35,15511,en,"VeggieTales: The Pirates Who Don't Do Anything",1.80012,2008-01-11,0,85,Released,"VeggieTales: The Pirates Who Don't Do Anything",5.9,25
0,878,15511,en,"VeggieTales: The Pirates Who Don't Do Anything",1.80012,2008-01-11,0,85,Released,"VeggieTales: The Pirates Who Don't Do Anything",5.9,25
0,10751,15511,en,"VeggieTales: The Pirates Who Don't Do Anything",1.80012,2008-01-11,0,85,Released,"VeggieTales: The Pirates Who Don't Do Anything",5.9,25
175000000,16,15512,en,"Monsters vs Aliens",36.1676,2009-03-19,381510000,94,Released,"Monsters vs Aliens",6,1423
175000000,10751,15512,en,"Monsters vs Aliens",36.1676,2009-03-19,381510000,94,Released,"Monsters vs Aliens",6,1423
175000000,12,15512,en,"Monsters vs Aliens",36.1676,2009-03-19,381510000,94,Released,"Monsters vs Aliens",6,1423
175000000,878,15512,en,"Monsters vs Aliens",36.1676,2009-03-19,381510000,94,Released,"Monsters vs Aliens",6,1423
0,35,15544,en,"Extreme Movie",8.14819,2008-12-05,0,88,Released,"Extreme Movie",3.9,44
0,18,15556,en,"At First Sight",5.77872,1999-01-15,0,128,Released,"At First Sight",5.9,48
0,10749,15556,en,"At First Sight",5.77872,1999-01-15,0,128,Released,"At First Sight",5.9,48
9000000,18,15568,en,Gracie,2.36533,2007-06-01,2955040,97,Released,Gracie,6,17
0,35,15581,en,"Who's Your Caddy?",2.88124,2007-07-27,0,93,Released,"Who's Your Caddy?",3.8,18
0,35,15582,en,"Teen Wolf Too",4.10376,1987-11-20,0,95,Released,"Teen Wolf Too",3.8,46
0,14,15582,en,"Teen Wolf Too",4.10376,1987-11-20,0,95,Released,"Teen Wolf Too",3.8,46
0,10751,15582,en,"Teen Wolf Too",4.10376,1987-11-20,0,95,Released,"Teen Wolf Too",3.8,46
450000,18,15624,en,"Conversations with Other Women",4.44236,2006-06-07,973525,84,Released,"Conversations with Other Women",6.2,38
450000,10749,15624,en,"Conversations with Other Women",4.44236,2006-06-07,973525,84,Released,"Conversations with Other Women",6.2,38
0,35,15639,en,"Larry the Cable Guy: Health Inspector",2.18471,2006-03-24,0,89,Released,"Larry the Cable Guy: Health Inspector",3.3,17
20000000,28,15644,en,Paparazzi,9.14909,2004-09-03,16605800,84,Released,Paparazzi,5.8,52
20000000,18,15644,en,Paparazzi,9.14909,2004-09-03,16605800,84,Released,Paparazzi,5.8,52
20000000,53,15644,en,Paparazzi,9.14909,2004-09-03,16605800,84,Released,Paparazzi,5.8,52
1000000,35,15647,en,"Kissing Jessica Stein",3.99022,2001-04-21,10013400,97,Released,"Kissing Jessica Stein",5.9,48
0,35,15648,en,"The Perfect Man",11.1589,2005-06-17,0,100,Released,"The Perfect Man",5.5,203
0,18,15648,en,"The Perfect Man",11.1589,2005-06-17,0,100,Released,"The Perfect Man",5.5,203
0,10751,15648,en,"The Perfect Man",11.1589,2005-06-17,0,100,Released,"The Perfect Man",5.5,203
0,10749,15648,en,"The Perfect Man",11.1589,2005-06-17,0,100,Released,"The Perfect Man",5.5,203
30000000,16,15655,en,"The Tigger Movie",9.82986,2000-02-11,45554500,77,Released,"The Tigger Movie",6.3,143
30000000,10751,15655,en,"The Tigger Movie",9.82986,2000-02-11,45554500,77,Released,"The Tigger Movie",6.3,143
0,18,15660,en,"Mommie Dearest",3.10286,1981-09-18,0,129,Released,"Mommie Dearest",6.5,54
0,35,15670,en,"Madea Goes to Jail",3.10737,2009-02-16,90508300,103,Released,"Madea Goes to Jail",6.4,52
0,80,15670,en,"Madea Goes to Jail",3.10737,2009-02-16,90508300,103,Released,"Madea Goes to Jail",6.4,52
0,18,15670,en,"Madea Goes to Jail",3.10737,2009-02-16,90508300,103,Released,"Madea Goes to Jail",6.4,52
20000000,35,15673,en,"Connie and Carla",6.10266,2004-04-16,11341000,98,Released,"Connie and Carla",6.4,24
5000000,18,15699,en,"Opal Dream",1.45888,2006-11-22,140666,86,Released,"Opal Dream",6.1,7
5000000,10751,15699,en,"Opal Dream",1.45888,2006-11-22,140666,86,Released,"Opal Dream",6.1,7
5000000,10769,15699,en,"Opal Dream",1.45888,2006-11-22,140666,86,Released,"Opal Dream",6.1,7
850000,18,15708,en,"Latter Days",5.42492,2003-07-10,819939,107,Released,"Latter Days",6.7,56
850000,35,15708,en,"Latter Days",5.42492,2003-07-10,819939,107,Released,"Latter Days",6.7,56
850000,10749,15708,en,"Latter Days",5.42492,2003-07-10,819939,107,Released,"Latter Days",6.7,56
5000000,28,15745,en,Made,4.14963,2001-07-13,5476060,94,Released,Made,6.3,55
5000000,35,15745,en,Made,4.14963,2001-07-13,5476060,94,Released,Made,6.3,55
5000000,53,15745,en,Made,4.14963,2001-07-13,5476060,94,Released,Made,6.3,55
0,18,15765,en,"What's Love Got to Do with It",7.92131,1993-06-09,0,118,Released,"What's Love Got to Do with It",6.9,72
0,10402,15765,en,"What's Love Got to Do with It",7.92131,1993-06-09,0,118,Released,"What's Love Got to Do with It",6.9,72
6000000,28,15797,en,"Only the Strong",5.41124,1993-08-27,3283370,99,Released,"Only the Strong",6.9,29
0,99,15800,en,Trekkies,2.77754,1997-10-18,0,86,Released,Trekkies,6.3,22
2686000,12,15875,en,"Donovan's Reef",1.89726,1963-06-12,6600000,109,Released,"Donovan's Reef",6,30
2686000,35,15875,en,"Donovan's Reef",1.89726,1963-06-12,6600000,109,Released,"Donovan's Reef",6,30
2686000,10749,15875,en,"Donovan's Reef",1.89726,1963-06-12,6600000,109,Released,"Donovan's Reef",6,30
12000000,12,15907,en,Duma,4.79524,2005-04-22,0,100,Released,Duma,6.9,41
12000000,18,15907,en,Duma,4.79524,2005-04-22,0,100,Released,Duma,6.9,41
12000000,10751,15907,en,Duma,4.79524,2005-04-22,0,100,Released,Duma,6.9,41
8000000,18,15927,en,"A Passage to India",9.54839,1984-12-14,27187700,163,Released,"A Passage to India",6.9,67
8000000,12,15927,en,"A Passage to India",9.54839,1984-12-14,27187700,163,Released,"A Passage to India",6.9,67
8000000,36,15927,en,"A Passage to India",9.54839,1984-12-14,27187700,163,Released,"A Passage to India",6.9,67
0,18,15976,he,Ha-Buah,1.49436,2006-06-06,0,114,Released,"The Bubble",7.6,20
0,10749,15976,he,Ha-Buah,1.49436,2006-06-06,0,114,Released,"The Bubble",7.6,20
0,28,15983,en,"Invasion U.S.A.",4.19206,1985-09-27,0,107,Released,"Invasion U.S.A.",5.3,49
0,53,15983,en,"Invasion U.S.A.",4.19206,1985-09-27,0,107,Released,"Invasion U.S.A.",5.3,49
25000000,18,15992,en,Abandon,3.88878,2002-10-14,10719400,99,Released,Abandon,4.6,45
25000000,9648,15992,en,Abandon,3.88878,2002-10-14,10719400,99,Released,Abandon,4.6,45
25000000,53,15992,en,Abandon,3.88878,2002-10-14,10719400,99,Released,Abandon,4.6,45
0,35,16005,en,"The Lucky Ones",8.74792,2008-09-26,0,113,Released,"The Lucky Ones",6.3,55
0,18,16005,en,"The Lucky Ones",8.74792,2008-09-26,0,113,Released,"The Lucky Ones",6.3,55
0,36,16005,en,"The Lucky Ones",8.74792,2008-09-26,0,113,Released,"The Lucky Ones",6.3,55
0,28,16016,en,"Rejsen til Saturn",1.77662,2008-09-26,0,90,Released,"Journey to Saturn",4.9,10
0,12,16016,en,"Rejsen til Saturn",1.77662,2008-09-26,0,90,Released,"Journey to Saturn",4.9,10
0,16,16016,en,"Rejsen til Saturn",1.77662,2008-09-26,0,90,Released,"Journey to Saturn",4.9,10
0,35,16016,en,"Rejsen til Saturn",1.77662,2008-09-26,0,90,Released,"Journey to Saturn",4.9,10
0,878,16016,en,"Rejsen til Saturn",1.77662,2008-09-26,0,90,Released,"Journey to Saturn",4.9,10
17000000,27,16028,en,They,4.54422,2002-11-01,0,89,Released,They,4.6,74
17000000,53,16028,en,They,4.54422,2002-11-01,0,89,Released,They,4.6,74
20000000,18,16052,en,Selena,6.92592,1997-03-21,60000000,127,Released,Selena,7,114
56000000,18,16072,en,"Gods and Generals",4.36253,2003-02-21,12923900,214,Released,"Gods and Generals",6.1,48
56000000,36,16072,en,"Gods and Generals",4.36253,2003-02-21,12923900,214,Released,"Gods and Generals",6.1,48
56000000,10752,16072,en,"Gods and Generals",4.36253,2003-02-21,12923900,214,Released,"Gods and Generals",6.1,48
0,35,16096,en,"House Party 2",3.67357,1991-10-23,0,94,Released,"House Party 2",4.7,21
0,16,16110,en,"Thomas and the Magic Railroad",1.91635,2000-07-26,0,85,Released,"Thomas and the Magic Railroad",4.6,8
0,18,16110,en,"Thomas and the Magic Railroad",1.91635,2000-07-26,0,85,Released,"Thomas and the Magic Railroad",4.6,8
0,10751,16110,en,"Thomas and the Magic Railroad",1.91635,2000-07-26,0,85,Released,"Thomas and the Magic Railroad",4.6,8
0,878,16110,en,"Thomas and the Magic Railroad",1.91635,2000-07-26,0,85,Released,"Thomas and the Magic Railroad",4.6,8
0,10751,16112,en,"The Adventures of Elmo in Grouchland",3.09159,1999-10-01,0,73,Released,"The Adventures of Elmo in Grouchland",6.3,14
5000000,35,16148,en,"Zero Effect",2.73203,1998-01-30,1980340,116,Released,"Zero Effect",6,55
5000000,80,16148,en,"Zero Effect",2.73203,1998-01-30,1980340,116,Released,"Zero Effect",6,55
5000000,9648,16148,en,"Zero Effect",2.73203,1998-01-30,1980340,116,Released,"Zero Effect",6,55
5000000,53,16148,en,"Zero Effect",2.73203,1998-01-30,1980340,116,Released,"Zero Effect",6,55
0,35,16155,en,"Safe Men",1.19073,1998-08-17,0,88,Released,"Safe Men",6.3,16
0,80,16155,en,"Safe Men",1.19073,1998-08-17,0,88,Released,"Safe Men",6.3,16
6000000,35,16158,en,"The Wood",5.53765,1999-07-16,25059600,106,Released,"The Wood",7.1,34
6000000,18,16158,en,"The Wood",5.53765,1999-07-16,25059600,106,Released,"The Wood",7.1,34
6000000,10749,16158,en,"The Wood",5.53765,1999-07-16,25059600,106,Released,"The Wood",7.1,34
16000000,80,16161,en,"Baby Boy",7.85499,2001-06-27,29381600,130,Released,"Baby Boy",7.4,55
16000000,18,16161,en,"Baby Boy",7.85499,2001-06-27,29381600,130,Released,"Baby Boy",7.4,55
16000000,10749,16161,en,"Baby Boy",7.85499,2001-06-27,29381600,130,Released,"Baby Boy",7.4,55
9000000,18,16162,en,"The Best Man",3.95104,1999-10-22,34573800,120,Released,"The Best Man",6.8,38
9000000,35,16162,en,"The Best Man",3.95104,1999-10-22,34573800,120,Released,"The Best Man",6.8,38
6000000,35,16172,en,"Simply Irresistible",5.69649,1999-02-05,4398990,95,Released,"Simply Irresistible",5.5,52
0,35,16186,en,"Diary of a Mad Black Woman",3.78453,2005-02-25,0,116,Released,"Diary of a Mad Black Woman",6.4,71
0,18,16186,en,"Diary of a Mad Black Woman",3.78453,2005-02-25,0,116,Released,"Diary of a Mad Black Woman",6.4,71
0,10749,16186,en,"Diary of a Mad Black Woman",3.78453,2005-02-25,0,116,Released,"Diary of a Mad Black Woman",6.4,71
0,28,16205,en,"Jack Brooks: Monster Slayer",2.6598,2007-10-09,0,85,Released,"Jack Brooks: Monster Slayer",5.7,59
0,35,16205,en,"Jack Brooks: Monster Slayer",2.6598,2007-10-09,0,85,Released,"Jack Brooks: Monster Slayer",5.7,59
0,27,16205,en,"Jack Brooks: Monster Slayer",2.6598,2007-10-09,0,85,Released,"Jack Brooks: Monster Slayer",5.7,59
